,text_id,annotators_id,text,initial_paragraph,topic,is_noise_or_spam_text,related_to_election_2024,toxicity,polarized,profanity_obscenity,threat_incitement_to_violence,insults,identity_attack,sexually_explicit,agreement_is_noise_or_spam_text,agreement_related_to_election_2024,agreement_toxicity,agreement_polarized,agreement_profanity_obscenity,agreement_threat_incitement_to_violence,agreement_insults,agreement_identity_attack,agreement_sexually_explicit,cleaned_text
24699,2124-04-01 00:00:00,['20'],Setuju banget. Semoga Indonesia juga bisa tegas gak putih abu2. Kaget juga kmren baca salah satu postingan recruitment NGO HIV yg memperbolehkan kelompok LGBT utk mendaftar. 🥲 Kaget sampe bisa go public.,,LGBTQ+,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,Setuju banget. Semoga Indonesia juga bisa tegas gak putih abu2. Kaget juga kmren baca salah satu postingan recruitment NGO HIV yg memperbolehkan kelompok LGBT utk mendaftar. 🥲 Kaget sampe bisa go public.
24702,2127-04-01 00:00:00,"['20', '23', '31']",@9BM11E1ODwcb8er @SoftWarNews Ga semua yahudi itu zionis ya. Biasanya kristen evangelis tuh yang israel garis keras,,"Kristen, Jewish",0,0,1,0,0,0,0,0,0,True,True,False,False,True,False,True,False,True,@9BM11E1ODwcb8er @SoftWarNews Ga semua yahudi itu zionis ya. Biasanya kristen evangelis tuh yang israel garis keras
24703,2128-04-01 00:00:00,['20'],Beredar Unggahan Prabowo Berikan Setiap Pemilihnya Uang 20 Juta,Khusus Yg Dukung Saya Prabowo Subianto Menjadi Presiden Ri Bp Kirim Hadiah Uang Rp20jt,UNKNOWN,0,1,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,Beredar Unggahan Prabowo Berikan Setiap Pemilihnya Uang 20 Juta
24707,2131-04-01 00:00:00,"['20', '23', '31']","101 hari hanyalah angka, saudara-saudara kita di Palestina tidak hanya menderita selama 101 hari, mereka sudah dijajah lebih dari 75 tahun lamanya. 

Agresi penjajah terlaknat tahun 2023 merupakan kajahatan kemanusiaan terparah yang teridentifikasi sejak penyerangan 1988 silam. Berikut adalah akumulasi korban serangan agresi sejak 101 hari yang lalu. 

Kami mengajak Anda untuk ikut berkontribusi dalam memberikan bantuan kemanusiaan untuk para pengungsi dan korban perang di Palestina melalui nomor rekening berikut ini:

Rekening bantuan darurat untuk Palestina:

✅ BCA: 165 600 9595

✅ BNI: 69 0009 0089

✅ BRI: 044 2010 0131 3307

✅ BSI: 772 500 4006

a.n. Yayasan Nusantara Palestina Center

Kunjungi laman https://donasi.npc.id 101 hari hanyalah angka, saudara-saudara kita di Palestina tidak hanya menderita selama 101 hari, mereka sudah dijajah lebih dari 75 tahun lamanya. 

Agresi penjajah terlaknat tahun 2023 merupakan kajahatan kemanusiaan terparah yang teridentifikasi sejak penyerangan 1988 silam. Berikut adalah akumulasi korban serangan agresi sejak 101 hari yang lalu. 

Kami mengajak Anda untuk ikut berkontribusi dalam memberikan bantuan kemanusiaan untuk para pengungsi dan korban perang di Palestina melalui nomor rekening berikut ini:

Rekening bantuan darurat untuk Palestina:

✅ BCA: 165 600 9595

✅ BNI: 69 0009 0089

✅ BRI: 044 2010 0131 3307

✅ BSI: 772 500 4006

a.n. Yayasan Nusantara Palestina Center

Kunjungi laman https://donasi.npc.id",,Rohingya,0,0,1,1,0,0,0,0,0,True,True,False,False,True,True,True,False,True,"101 hari hanyalah angka, saudara-saudara kita di Palestina tidak hanya menderita selama 101 hari, mereka sudah dijajah lebih dari 75 tahun lamanya. 

Agresi penjajah terlaknat tahun 2023 merupakan kajahatan kemanusiaan terparah yang teridentifikasi sejak penyerangan 1988 silam. Berikut adalah akumulasi korban serangan agresi sejak 101 hari yang lalu. 

Kami mengajak Anda untuk ikut berkontribusi dalam memberikan bantuan kemanusiaan untuk para pengungsi dan korban perang di Palestina melalui nomor rekening berikut ini:

Rekening bantuan darurat untuk Palestina:

✅ BCA: 165 600 9595

✅ BNI: 69 0009 0089

✅ BRI: 044 2010 0131 3307

✅ BSI: 772 500 4006

a.n. Yayasan Nusantara Palestina Center

Kunjungi laman https://donasi.npc.id 101 hari hanyalah angka, saudara-saudara kita di Palestina tidak hanya menderita selama 101 hari, mereka sudah dijajah lebih dari 75 tahun lamanya. 

Agresi penjajah terlaknat tahun 2023 merupakan kajahatan kemanusiaan terparah yang teridentifikasi sejak penyerangan 1988 silam. Berikut adalah akumulasi korban serangan agresi sejak 101 hari yang lalu. 

Kami mengajak Anda untuk ikut berkontribusi dalam memberikan bantuan kemanusiaan untuk para pengungsi dan korban perang di Palestina melalui nomor rekening berikut ini:

Rekening bantuan darurat untuk Palestina:

✅ BCA: 165 600 9595

✅ BNI: 69 0009 0089

✅ BRI: 044 2010 0131 3307

✅ BSI: 772 500 4006

a.n. Yayasan Nusantara Palestina Center

Kunjungi laman https://donasi.npc.id"
24708,2132-04-01 00:00:00,"['20', '18']","Pencalonan Bowo - Samsul, lebih mirip adegan komedi absurd dalam film bisu @Ganendra73 https://t.co/R9A1u9w6uQ",,Disabilitas,0,1,1,0,0,0,0,0,0,True,True,True,False,True,True,False,False,True,"Pencalonan Bowo - Samsul, lebih mirip adegan komedi absurd dalam film bisu @Ganendra73 https://t.co/R9A1u9w6uQ"
24711,2135-04-01 00:00:00,"['20', '18', '23', '31']","@Royedy6 @johnhomebapa @MashudulHAQ1945 @katz_nadaHQ @Amox1L1N @SpentaMainyu01 @Kappa_2023 @AyaniMel @JinNonik @tdkistimewa @antikadrunbang @IkaSembiring13 @Karsono12732862 @perbowo @JhontalJk @ScioCogitoCredo @Matahari_tmr @ajegilelu1 @BaimSuhadi @syekh_kyai_lmao @JokoPintar2 @rajenang @LonenyDragon @Alfatih007Mr @FeriSuryaSugia1 @novi_km @Valhallaah @Adiinotrino @HabanglaliK @katz_bornagain @halo_lentera @asasfuro @Greschinove @emanitaa18 @NasrulKohar @DiposuroP @ibn_sjamsu @PaijoKhentir @we_5jog @MelodiAsyik @MarioInferno @aditya_bp @Balistta @oktorivan @Dayak_strong @angling_darma18 @eko_is_oke @YanFx_TRade Yesus panggil orang kristen domba itu artinya elu disebut binatang pir. Binatang nga usah ngomong sains lah, nga bakal sampe otak kalian 🤭",,Kristen,0,0,1,1,0,0,0,1,0,True,True,False,False,False,True,False,False,True,"@Royedy6 @johnhomebapa @MashudulHAQ1945 @katz_nadaHQ @Amox1L1N @SpentaMainyu01 @Kappa_2023 @AyaniMel @JinNonik @tdkistimewa @antikadrunbang @IkaSembiring13 @Karsono12732862 @perbowo @JhontalJk @ScioCogitoCredo @Matahari_tmr @ajegilelu1 @BaimSuhadi @syekh_kyai_lmao @JokoPintar2 @rajenang @LonenyDragon @Alfatih007Mr @FeriSuryaSugia1 @novi_km @Valhallaah @Adiinotrino @HabanglaliK @katz_bornagain @halo_lentera @asasfuro @Greschinove @emanitaa18 @NasrulKohar @DiposuroP @ibn_sjamsu @PaijoKhentir @we_5jog @MelodiAsyik @MarioInferno @aditya_bp @Balistta @oktorivan @Dayak_strong @angling_darma18 @eko_is_oke @YanFx_TRade Yesus panggil orang kristen domba itu artinya elu disebut binatang pir. Binatang nga usah ngomong sains lah, nga bakal sampe otak kalian 🤭"
24720,2143-04-01 00:00:00,"['20', '23', '31']",Rakyat Jawa Barat merasa nyaman dengan sikap tegas Anies - Cak Imin dalam menolak pengaruh LGBT yang dianggap bertentangan dengan norma masyarakat @andrewnlw https://t.co/Ryoo1J67SB,,LGBTQ+,0,1,1,1,0,0,0,0,0,True,False,False,False,True,True,False,False,False,Rakyat Jawa Barat merasa nyaman dengan sikap tegas Anies - Cak Imin dalam menolak pengaruh LGBT yang dianggap bertentangan dengan norma masyarakat @andrewnlw https://t.co/Ryoo1J67SB
24726,2149-04-01 00:00:00,['20'],"@TRobinsonNewEra PENJAJAH ZIONIS TERORIS ISRAEL,PENJAJAH PLAYING VICTIM MERASA JADI KORBAN HAMAS PEJUANG KEMERDEKAAN PALESTINA,ANJING ZIONIS PROPAGANDA LU TDK LAKU RAKYAT INDONESIA CERDAS SMART HALOO PENJAJAH KALAU INGIN DUNIA TENTRAM DAMAI PERGI LU PENJAJAH TERORIS ZIONIS ISRAEL DARI PALESTINA🤪 https://t.co/pL1hnNNxjw",,Jewish,0,0,1,1,1,0,0,1,0,True,True,True,True,True,True,True,True,True,"@TRobinsonNewEra PENJAJAH ZIONIS TERORIS ISRAEL,PENJAJAH PLAYING VICTIM MERASA JADI KORBAN HAMAS PEJUANG KEMERDEKAAN PALESTINA,ANJING ZIONIS PROPAGANDA LU TDK LAKU RAKYAT INDONESIA CERDAS SMART HALOO PENJAJAH KALAU INGIN DUNIA TENTRAM DAMAI PERGI LU PENJAJAH TERORIS ZIONIS ISRAEL DARI PALESTINA🤪 https://t.co/pL1hnNNxjw"
24734,2156-04-01 00:00:00,['20'],"@PAK_RT_007 @aniesbaswedan Hoax mulu deh kadrun, goblokmu NaTURAL‼️🤣🤣 anus contoh pejabat munafik tdk mau gusur dstu malah gusur dtempat lain sprti sunter dll,bekali otak dgn pengetahuan sblm cebokin si imigran yaman https://t.co/BOYT2nFYIW",,Rohingya,0,1,1,1,1,0,1,1,0,True,True,True,True,True,True,True,True,True,"@PAK_RT_007 @aniesbaswedan Hoax mulu deh kadrun, goblokmu NaTURAL‼️🤣🤣 anus contoh pejabat munafik tdk mau gusur dstu malah gusur dtempat lain sprti sunter dll,bekali otak dgn pengetahuan sblm cebokin si imigran yaman https://t.co/BOYT2nFYIW"
24746,2167-04-01 00:00:00,['20'],@RevoNugroho @akankulepas @sclgysm @adriansyahyasin Jadi pengungsi rohingya punya hak memperkosa warga lokal tempat mereka mengungsi?,,Rohingya,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,@RevoNugroho @akankulepas @sclgysm @adriansyahyasin Jadi pengungsi rohingya punya hak memperkosa warga lokal tempat mereka mengungsi?
24758,2178-04-01 00:00:00,['20'],Kayaknya bakal golput kalo manusia etnis Rohingya masih di Indonesia,,Rohingya,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,Kayaknya bakal golput kalo manusia etnis Rohingya masih di Indonesia
24759,2179-04-01 00:00:00,"['20', '18', '23', '31']",#Save Rohingya 😂😂 Takbirrr,,Rohingya,0,0,1,0,0,0,0,0,0,True,True,False,False,True,True,False,False,True,#Save Rohingya 😂😂 Takbir
24769,2188-04-01 00:00:00,['20'],@netanyahutoo ZIONIS NAZI SETANNYAHU MAHLUK HEWAN BIADAB LAKNATTULLAH PENGECUT DAN BIDANJOE BINATANG DRAKULA IBLIS TERORIS PECUNDANG . https://t.co/rnL3GchjpW,,Jewish,0,0,1,1,1,0,1,1,0,True,True,True,True,True,True,True,True,True,@netanyahutoo ZIONIS NAZI SETANNYAHU MAHLUK HEWAN BIADAB LAKNATTULLAH PENGECUT DAN BIDANJOE BINATANG DRAKULA IBLIS TERORIS PECUNDANG . https://t.co/rnL3GchjpW
24787,2203-04-01 00:00:00,['20'],FT UGM sebut larangan LGBT dipicu mahasiswa pakaian perempuan pakai toilet perempuan.,,LGBTQ+,0,0,1,0,0,0,0,1,0,True,True,True,True,True,True,True,True,True,FT UGM sebut larangan LGBT dipicu mahasiswa pakaian perempuan pakai toilet perempuan.
24796,2211-04-01 00:00:00,"['20', '23', '31']","ANTARANEWS Saksi mata ungkap bagaimana Israel bantai warga Gaza di sekolah Shadia Memang buas ini zionis israel,
Mreka pikir akan habis warga sipil palestina,
Fisiknya boleh meninggal tp semangatnya untuk mengusir penjajah tak akan padam , spt para pejuang Indonesia di masa penjajahan",,Jewish,0,0,1,0,0,0,0,0,0,True,True,False,False,False,False,True,False,True,"ANTARANEWS Saksi mata ungkap bagaimana Israel bantai warga Gaza di sekolah Shadia Memang buas ini zionis israel,
Mreka pikir akan habis warga sipil palestina,
Fisiknya boleh meninggal tp semangatnya untuk mengusir penjajah tak akan padam , spt para pejuang Indonesia di masa penjajahan"
24814,2228-04-01 00:00:00,['20'],"SYIAH MUSUH ISLAM KENAPA SYIAH TIDAK MEMBUAT AGAMA BARU SAJA, MALAH MENISBATKAN DIRI PADA ISLAM Sebab kemunculan Syiah bertujuan UNTUK MENGHANCURKAN ISLAM, DARI DALAM bukan sekedar menjalankan apa yg mereka yakini",,Syiah,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,"SYIAH MUSUH ISLAM KENAPA SYIAH TIDAK MEMBUAT AGAMA BARU SAJA, MALAH MENISBATKAN DIRI PADA ISLAM Sebab kemunculan Syiah bertujuan UNTUK MENGHANCURKAN ISLAM, DARI DALAM bukan sekedar menjalankan apa yg mereka yakini"
24815,2229-04-01 00:00:00,"['20', '18', '23', '31']",@OrangPerantauan @fotodakwah Joget dan konser riyadh hrs nyalahin siapa?... Syiah sibuk melawan yahudi... #salafipalsu sibuk joget dan konser... Bagaimana perangi syiah...mrk sibuk dgn perkara joget & konser...,,"Syiah, Jewish",0,0,1,1,0,0,0,0,0,True,True,False,False,True,False,False,False,True,@OrangPerantauan @fotodakwah Joget dan konser riyadh hrs nyalahin siapa?... Syiah sibuk melawan yahudi... #salafipalsu sibuk joget dan konser... Bagaimana perangi syiah...mrk sibuk dgn perkara joget & konser...
24818,2231-04-01 00:00:00,['20'],@IATeam____ @IDF Bukan zionis namanya kalau tidak dusta dan tak punya kemaluan.,,Jewish,0,0,1,1,0,0,1,1,0,True,True,True,True,True,True,True,True,True,@IATeam____ @IDF Bukan zionis namanya kalau tidak dusta dan tak punya kemaluan.
24839,2250-04-01 00:00:00,"['20', '18']","@IATeam____ Dlm fiqihnya ¾ menggunakan fiqih hanafi selebihnyasama dg fiqih² lain, mereka dg aswaja tidak banyak bertentangan. Bhkan mu'tazilah gak dikatakan kafir cuma emng banyak salahnya. Sangat berbeda dg kelompok syiah yg suka ngafirkan sahabat nabi dan udh ekstrem.",,Syiah,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,False,True,True,"@IATeam____ Dlm fiqihnya ¾ menggunakan fiqih hanafi selebihnyasama dg fiqih² lain, mereka dg aswaja tidak banyak bertentangan. Bhkan mu'tazilah gak dikatakan kafir cuma emng banyak salahnya. Sangat berbeda dg kelompok syiah yg suka ngafirkan sahabat nabi dan udh ekstrem."
24840,2251-04-01 00:00:00,"['20', '18']","PANGERAN DIPONEGORO BUKAN HABAIB, BUKAN ORANG ARAB DAN BUKAN IMIGRAN ARAB Pangeran Diponegoro itu bukan Habaib, kalau ada imigran Yaman yang mengaku dan mengklaim bahwa Pangeran Diponegoro adalah Habaib itu adalah pengaburan sejarah dan pemalsuan sejarah!",,Rohingya,0,0,1,0,0,0,0,0,0,True,True,True,False,True,True,False,False,True,"Pangeran Diponegoro bukan Habaib, bukan orang Arab, dan bukan imigran Arab; klaim imigran Yaman yang mengaku Pangeran Diponegoro adalah Habaib merupakan pengaburan serta pemalsuan sejarah."
24869,2278-04-01 00:00:00,['20'],Rakyat Jawa Barat mendukung Anies - Cak Imin sebagai benteng terakhir melawan gerakan pro LGBT @_starssbiee https://t.co/1LO5gDT9xZ,,LGBTQ+,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,Rakyat Jawa Barat mendukung Anies - Cak Imin sebagai benteng terakhir melawan gerakan pro LGBT @_starssbiee https://t.co/1LO5gDT9xZ
24873,2281-04-01 00:00:00,"['20', '18']",Pergi semua zionis tak tau diri kalian tak pernah bisa dapat tempat lagi,,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,Pergi semua zionis tak tau diri kalian tak pernah bisa dapat tempat lagi
24876,2284-04-01 00:00:00,"['20', '23', '31']",Musuh UMAT KRISTEN ITU. Bukan islam/budha/hindu. Musuh kristen itu adala KITABNYA SENDIRI. ORANG KRISTEN JAWAB DAN KIRIM POTO TUHANNYA. (YAITU ) Poto artis Holiwood yg mereka sembah sebagai waja tuhan nya.😂😂😂😂,,Kristen,0,0,1,0,0,0,0,1,0,True,True,False,False,True,False,False,False,True,Musuh UMAT KRISTEN ITU. Bukan islam/budha/hindu. Musuh kristen itu adala KITABNYA SENDIRI. ORANG KRISTEN JAWAB DAN KIRIM POTO TUHANNYA. (YAITU ) Poto artis Holiwood yg mereka sembah sebagai waja tuhan nya.😂😂😂😂
24899,2304-04-01 00:00:00,"['20', '18']",Israel mungkin benar-benar akan memusnahkan populasi Kristen di Gaza. Saya bingung melihat banyaknya umat Kristen yang mendukung tindakan Israel...,,"Kristen, Jewish",0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,Israel mungkin benar‑benar akan memusnahkan populasi Kristen di Gaza. Saya bingung melihat banyaknya umat Kristen yang mendukung tindakan Israel.
24924,2327-04-01 00:00:00,['20'],Kenapa ya Kadrun imigran Yaman itu kalau dakwah isinya selalu menyuruh pribumi/ anwal agar selalu hormat dan patuh pada para imigran Arab?,,Rohingya,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,Kenapa ya Kadrun imigran Yaman itu kalau dakwah isinya selalu menyuruh pribumi/ anwal agar selalu hormat dan patuh pada para imigran Arab?
24926,2329-04-01 00:00:00,"['20', '18']","“DEBAT CAWAPRES Dihapus, KPU Rasa Paman MK”","NARASI: “DEBAT CAWAPRES Dihapus, KPU Rasa Paman MK” (salinan narasi selengkapnya di bagian CATATAN).",UNKNOWN,0,1,1,1,0,0,0,0,0,True,True,True,True,True,True,False,False,True,"“DEBAT CAWAPRES Dihapus, KPU Rasa Paman MK”"
24932,2334-04-01 00:00:00,['20'],@popesrasaanggur @AdiNust1 @corneliusmedi @LoudMinorities Ni yg lu banggakan😂🤣 Dasar Kaum LGBT Hamas pesek lokal Ireng👇 https://t.co/GcDWZyFTp7,,LGBTQ+,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,@popesrasaanggur @AdiNust1 @corneliusmedi @LoudMinorities Ni yg lu banggakan😂🤣 Dasar Kaum LGBT Hamas pesek lokal Ireng👇 https://t.co/GcDWZyFTp7
24939,2340-04-01 00:00:00,"['20', '18']","@netanyahu Anda mengakui bahwa Israel teroris dan Anda seorang komando yang meminta idf menyerang Gaza, alih alih ingin menyerang Hamas tapi tak kena. Faktanya Anda justru membunuh warga sipil Palestina. Ingat! Anda tidak hidup selamanya bapak tua #StopsilencingPalestine #FreePalestine",,Jewish,0,0,1,0,0,0,0,0,0,True,True,True,False,True,False,False,False,True,"@netanyahu Anda mengakui bahwa Israel teroris dan Anda seorang komando yang meminta IDF menyerang Gaza, alih‑alih ingin menyerang Hamas tapi tak kena. Faktanya Anda justru membunuh warga sipil Palestina. Ingat! Anda tidak hidup selamanya, bapak tua #StopsilencingPalestine #FreePalestine"
24950,2350-04-01 00:00:00,"['20', '23', '31']",SYIAH DAN YAHUDI ADALAH SAUDARA KEMBAR : NAUDZUBILLAH,,"Syiah, Jewish",0,0,1,0,0,0,0,0,0,True,True,False,False,True,True,False,False,True,SYIAH DAN YAHUDI ADALAH SAUDARA KEMBAR: NAZARAT
24954,2354-04-01 00:00:00,"['20', '23', '31']","Pribumi yang akan jadi tamu di negerinya sendiri? Nanti kalau makan makam kuno sudah jadi makamnya orang orang imigran Yaman, Nama nama pejuang dan pahlawan di negeri ini jadi keturunan Arab Yaman dan berdirinya bangsa ini seolah olah karena jadi jasa jasanya orang imigran Yaman dll, maka pribumi akan kehilangan identitas sejarahnya dan menjadi tamu di Negeri ini, karena pribumi negeri ini sudah jadi identitas miliknya imigran!",,Rohingya,0,0,1,1,0,0,0,1,0,True,True,False,False,True,False,True,False,True,"Pribumi yang akan jadi tamu di negerinya sendiri? Nanti kalau makan makam kuno sudah jadi makamnya orang orang imigran Yaman, Nama nama pejuang dan pahlawan di negeri ini jadi keturunan Arab Yaman dan berdirinya bangsa ini seolah olah karena jadi jasa jasanya orang imigran Yaman dll, maka pribumi akan kehilangan identitas sejarahnya dan menjadi tamu di Negeri ini, karena pribumi negeri ini sudah jadi identitas miliknya imigran!"
24955,2355-04-01 00:00:00,['20'],Sebutkan nama capres imigran Yaman yg dibawa penjajah Belanda ke Indonesia 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,,Rohingya,0,1,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,Sebutkan nama capres imigran Yaman yg dibawa penjajah Belanda ke Indonesia 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩
24985,2382-04-01 00:00:00,['20'],"@aureliaasyajm_ @pisudesu @canicallubae_ Ya gamesti tonjok2an. Sempit amat mikirnya kesana 😂 ""Oh kerja buat pemerintah"". Iya gw nganggur iya. 😂 Selain hate speech dan body shaming, kerjaan elu juga suka fitnah tanpa dasar yak 🤣 Yaampun padahal kristen mengajarkan kasih dan kebaikan. Ajaran mana yang lu ikutin 😂",,Kristen,0,0,1,1,0,0,0,0,0,True,True,True,True,True,True,True,True,True,"@aureliaasyajm_ @pisudesu @canicallubae_ Ya gamesti tonjok2an. Sempit amat mikirnya kesana 😂 ""Oh kerja buat pemerintah"". Iya gw nganggur iya. 😂 Selain hate speech dan body shaming, kerjaan elu juga suka fitnah tanpa dasar yak 🤣 Yaampun padahal kristen mengajarkan kasih dan kebaikan. Ajaran mana yang lu ikutin 😂"
24991,2388-04-01 00:00:00,['20'],"KENAPA MALAH SYIAH YANG BANTU PALESTINA? AHLUSUNNAH PADA KEMANA? MUHAMMAD HUSEIN GAZA 16.06 Syiah dan Palestina, ada hubungan apa ? Muhammad Husein Gaza- Muhammad Husein Gaza 94 rb x ditonton 4 hari yang lalu Husen Gaza sudah mulai nge-Up Syiah nih...
Simak di @brothers_syabab",,Syiah,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,"KENAPA MALAH SYIAH YANG BANTU PALESTINA? AHLUSUNNAH PADA KEMANA? MUHAMMAD HUSEIN GAZA 16.06 Syiah dan Palestina, ada hubungan apa ? Muhammad Husein Gaza- Muhammad Husein Gaza 94 rb x ditonton 4 hari yang lalu Husen Gaza sudah mulai nge-Up Syiah nih...
Simak di @brothers_syabab"
